# This MVPS HOSTS file is a free download from:           #
# http://www.mvps.org/winhelp2002/                        #
#                                                         #
# Notes: the browser does not read this "#" symbol        #
# You can create your own notes, after the # symbol       #
# This *must* be the first line: 127.0.0.1     localhost  #
# ********************************************************#
# ------------------Updated: 04-15-05---------------------#
# ********************************************************#
# Entries marked with Parasite or Trojan comments should  #
# be placed in the Internet Explorer Restricted Zone.     #
# http://mvps.org/winhelp2002/restricted.htm              #
#                                                         #
# Entries with other comments are searchable via Google.  #
#                                                         #
# Disclaimer: this file is free to use, however it is NOT #
# permitted to post on any other site without permission. #
#                                                         #
# This work is licensed under the Creative Commons        #
# Attribution-NonCommercial-ShareAlike License.           #
# http://creativecommons.org/licenses/by-nc-sa/2.0/       #

127.0.0.1  www.youfindall.com #[CWS.Aff.Winshow]
127.0.0.1  youfindall.net
127.0.0.1  www.youfindall.net
127.0.0.1  yourbookmarks.info
127.0.0.1  yoursearch.ws
127.0.0.1  zloeboogle.biz #[ssearch.biz][Win32.Zlob.B]
# [Adult 24]
127.0.0.1  crdrcr.com #[Win32.Holax.A]
127.0.0.1  find-it-easy.org #[Parasite.CoolWebSearch.InetDoor]
127.0.0.1  findtop.net
# [James Belkin]
127.0.0.1  search-1.net
127.0.0.1  www.search-1.net
127.0.0.1  search-about.net
127.0.0.1  www.search-about.net
127.0.0.1  search-aid.com
127.0.0.1  www.search-aid.com #[CoolWebSearch.iefeatsl]
127.0.0.1  search-click.com
127.0.0.1  www.search-click.com
127.0.0.1  search-company.com
127.0.0.1  www.search-company.com
127.0.0.1  search-direct.net
127.0.0.1  www.search-direct.net
127.0.0.1  www.search-and-find.net
# [Chabad Lubavitch][Kreoman Boduin]
127.0.0.1  a-search.biz
127.0.0.1  k-search.biz
127.0.0.1  mysearchpage.biz
127.0.0.1  ssearch.biz #[StartPage-EH]
127.0.0.1  webpidor.biz
127.0.0.1  xysearch.biz
# [Danyelle Christian]
127.0.0.1  69sexsearch.com #[TROJ_DLOADER.W][TROJ_DROPPER.T]
127.0.0.1  *.69sexsearch.com
127.0.0.1  aflashcounter.com #[Trojan.Moo.B]
127.0.0.1  gen.aflashcounter.com
127.0.0.1  xyz.aflashcounter.com #[MHTMLRedir.Exploit]
127.0.0.1  yxz.aflashcounter.com
127.0.0.1  realsearch.cc
# [Denn Dillmark]
127.0.0.1  hitscount.net #[MHTMLRedir.Exploit]
127.0.0.1  searchforfree.info
127.0.0.1  trytofind.info
# [Conspy & Co][Adware.Conspy]
127.0.0.1  audioseek.net
127.0.0.1  music-downloads.audioseek.net
127.0.0.1  www.audioseek.net
127.0.0.1  conspy.com
127.0.0.1  conf.conspy.com #[Troj/Consper-B]
127.0.0.1  www.conspy.com
127.0.0.1  hangoutspot.com
127.0.0.1  www.hangoutspot.com
127.0.0.1  searchmyrequest.com #[StartPage-BS]
127.0.0.1  conf.searchmyrequest.com #[CWS.Therealsearch.2]
# [Conyc][Trojan.ByteVerify]
127.0.0.1  0websearch.com
127.0.0.1  all-websearch.com
127.0.0.1  www.all-websearch.com
127.0.0.1  conyc.com #[Win32.Chopemail]
127.0.0.1  www.conyc.com #[Adware.CWSConyc]
127.0.0.1  nude-teens-bodies.com #[W32.Conycspa@mm]
127.0.0.1  www.nude-teens-bodies.com
127.0.0.1  on-search.com
127.0.0.1  www.on-search.com
127.0.0.1  searchportal.info #[StartPage-EM]
127.0.0.1  search-daily.com #[TROJ_CLICKER.E]
127.0.0.1  www.search-daily.com
127.0.0.1  search-paga.com
127.0.0.1  www.search-paga.com
# [DMC MEDIA GROUP]
127.0.0.1  ie-search.com #[CWS.Loadbat][umaxsearch.com]
127.0.0.1  www.ie-search.com
# [Galina Charmandjieva]
127.0.0.1  count.cc #[TROJ_STRTPAG.AC]
127.0.0.1  js.count.cc
127.0.0.1  oz.msie.tv #[Parasite.CoolWebSearch.BlankFilter]
127.0.0.1  th.msie.tv
127.0.0.1  vn.msie.tv
127.0.0.1  ewizard.cc #[Troj/AdClick-AH][TROJ_STARTPAG.LC]
127.0.0.1  c1dcon.ewizard.cc
127.0.0.1  cldcon.ewizard.cc
127.0.0.1  s12ds1.ewizard.cc #[Win32.Startpage.NS]
127.0.0.1  s13ds.ewizard.cc
127.0.0.1  s1di.ewizard.cc
127.0.0.1  searchx.cc #[CWS.Searchx][Trojan.Win32.StartPage.fw]
# [Geo Global Solutions]
127.0.0.1  allaboutvirgins.com #[hotoffers.info]
127.0.0.1  allxxxteen.com #[searchmeup.com]
127.0.0.1  www.enlargeyourpockets.com #[globolook.com]
127.0.0.1  neverseen.freeandexclusive.com
127.0.0.1  www.freeandexclusive.com
127.0.0.1  fullhqgalleries.com
127.0.0.1  teen.fullhqgalleries.com
127.0.0.1  globolook.com
127.0.0.1  adult.globolook.com
127.0.0.1  www.globolook.com
127.0.0.1  hotoffers.info #[MHTMLRedir.Exploit]
127.0.0.1  stuff.hotoffers.info #[SPYW_COOLWEB.G]
127.0.0.1  www.hotoffers.info #[searchmeup.com]
127.0.0.1  lust-mature.com
127.0.0.1  www.teens-dreams.net
127.0.0.1  wearehosters.com
# [GSM]
127.0.0.1  alfa-search.com #[CWS.Alfasearch]
127.0.0.1  www.alfa-search.com #[Adware.CWSAlfaSearch]
127.0.0.1  www.mommypic.com
# [huevo K]
127.0.0.1  4-counter.com #[CWS.Winproc32][Troj/StarPa-CV]
127.0.0.1  crue.4-counter.com
127.0.0.1  icanfindit.net
127.0.0.1  www.icanfindit.net #[CWS.Winproc32]
# [Henry Bison][CoolWebSearch.olehelp][TROJ_STARTPAG.BQ]
127.0.0.1  123-find4u.com
127.0.0.1  www.123-find4u.com
127.0.0.1  123-search4u.com
127.0.0.1  www.123-search4u.com
127.0.0.1  123-searchengine.com
127.0.0.1  www.123-searchengine.com
127.0.0.1  123find4u.com
127.0.0.1  www.123find4u.com
127.0.0.1  123search4u.com
127.0.0.1  www.123search4u.com
127.0.0.1  a-find4u.com
127.0.0.1  www.a-find4u.com
127.0.0.1  a-search4u.com
127.0.0.1  www.a-search4u.com
127.0.0.1  abc-find.com
127.0.0.1  www.abc-find.com
127.0.0.1  abc-find4u.com
127.0.0.1  www.abc-find4u.com
127.0.0.1  abc-search4u.com
127.0.0.1  www.abc-search4u.com
127.0.0.1  abc-searchengine.com
127.0.0.1  www.abc-searchengine.com
127.0.0.1  abcfind4u.com
127.0.0.1  www.abcfind4u.com
127.0.0.1  abcsearch4u.com
127.0.0.1  www.abcsearch4u.com
127.0.0.1  any-find.com
127.0.0.1  www.any-find.com
127.0.0.1  bestfind4u.com
127.0.0.1  bizonio.com
127.0.0.1  www.bizonio.com
127.0.0.1  dorkodrom.com #[Troj/StartPa-HE]
127.0.0.1  www.dorkodrom.com
127.0.0.1  dr-find4u.com
127.0.0.1  www.dr-find4u.com
127.0.0.1  dr-search4u.com
127.0.0.1  www.dr-search4u.com
127.0.0.1  dr-searchengine.com
127.0.0.1  www.dr-searchengine.com
127.0.0.1  drfind4u.com
127.0.0.1  www.drfind4u.com
127.0.0.1  drsearch4u.com
127.0.0.1  www.drsearch4u.com
127.0.0.1  dubolom.com
127.0.0.1  www.dubolom.com
127.0.0.1  find4u.net #[CWS.IEengine]
127.0.0.1  www.find4u.net
127.0.0.1  free-spy-cam.net
127.0.0.1  getthis4free.com
127.0.0.1  www.getthis4free.com
127.0.0.1  good-find4u.com
127.0.0.1  www.good-find4u.com
127.0.0.1  goodfind4u.com
127.0.0.1  www.goodfind4u.com
127.0.0.1  goodsearch4u.com
127.0.0.1  www.goodsearch4u.com
127.0.0.1  goodsearchengine.com
127.0.0.1  www.goodsearchengine.com
127.0.0.1  terra.hbison.com
127.0.0.1  hcworld.com
127.0.0.1  free.hcworld.com
127.0.0.1  terra.hcworld.com
127.0.0.1  hot-find.com
127.0.0.1  www.hot-find.com
127.0.0.1  hot-find4u.com
127.0.0.1  www.hot-find4u.com
127.0.0.1  hotfind4u.com
127.0.0.1  www.hotfind4u.com
127.0.0.1  hotsearch4u.com
127.0.0.1  www.hotsearch4u.com
127.0.0.1  i-find4u.com
127.0.0.1  www.i-find4u.com
127.0.0.1  i-search4u.com
127.0.0.1  www.i-search4u.com
127.0.0.1  ie-find.com
127.0.0.1  www.ie-find.com
127.0.0.1  ie-find4u.com
127.0.0.1  www.ie-find4u.com
127.0.0.1  ie-search4u.com
127.0.0.1  www.ie-search4u.com
127.0.0.1  ie-searchengine.com
127.0.0.1  www.ie-searchengine.com
127.0.0.1  iefind4u.com
127.0.0.1  www.iefind4u.com
127.0.0.1  iesearch4u.com
127.0.0.1  www.iesearch4u.com
127.0.0.1  iesearchengine.com
127.0.0.1  www.iesearchengine.com
127.0.0.1  kloun.com
127.0.0.1  klounada.com
127.0.0.1  www.klounada.com
127.0.0.1  last-find.com
127.0.0.1  www.last-find.com
127.0.0.1  last-find4u.com
127.0.0.1  www.last-find4u.com
127.0.0.1  lastfind4u.com
127.0.0.1  www.lastfind4u.com
127.0.0.1  lastsearch4u.com
127.0.0.1  www.lastsearch4u.com
127.0.0.1  lastsearchengine.com
127.0.0.1  www.lastsearchengine.com
127.0.0.1  ms-find4u.com
127.0.0.1  www.ms-find4u.com
127.0.0.1  ms-search-engine.com
127.0.0.1  www.ms-search-engine.com
127.0.0.1  ms-search4u.com
127.0.0.1  www.ms-search4u.com
127.0.0.1  ms-searchengine.com
127.0.0.1  www.ms-searchengine.com
127.0.0.1  msfind4u.com
127.0.0.1  www.msfind4u.com
127.0.0.1  ms-find.com
127.0.0.1  my-find.com
127.0.0.1  www.my-find.com
127.0.0.1  my-finder.com #[Trojan.Regger.A]
127.0.0.1  www.my-finder.com
127.0.0.1  myfind4u.com
127.0.0.1  my-find4u.com
127.0.0.1  my-searcher.com
127.0.0.1  mssearch4u.com
127.0.0.1  mysearch4u.com
127.0.0.1  www.mysearch4u.com
127.0.0.1  mypoisk.com
127.0.0.1  mypoiskovik.com
127.0.0.1  www.mypoiskovik.com
127.0.0.1  my-search4u.com
127.0.0.1  www.my-search4u.com
127.0.0.1  partokrat.com
127.0.0.1  quick-searcher.com
127.0.0.1  top-find4u.com
127.0.0.1  www.top-find4u.com
127.0.0.1  topfind4u.com
127.0.0.1  www.topfind4u.com
127.0.0.1  topsearch4u.com
127.0.0.1  www.topsearch4u.com
127.0.0.1  topotun.com #[Adware.Topotun]
127.0.0.1  www.topotun.com
127.0.0.1  tropotun.com
127.0.0.1  web-cams-chat.com
127.0.0.1  w-find.com
127.0.0.1  www.w-find.com
127.0.0.1  w-find4u.com
127.0.0.1  www.w-find4u.com
127.0.0.1  w-search4u.com
127.0.0.1  www.w-search4u.com
127.0.0.1  w-searchengine.com
127.0.0.1  www.w-searchengine.com
127.0.0.1  wfind4u.com
127.0.0.1  www.wfind4u.com
127.0.0.1  win-find4u.com
127.0.0.1  www.win-find4u.com
127.0.0.1  win-search4u.com
127.0.0.1  www.win-search4u.com
127.0.0.1  win-searchengine.com
127.0.0.1  www.win-searchengine.com
127.0.0.1  wind-find.com
127.0.0.1  www.wind-find.com
127.0.0.1  wind-find4u.com
127.0.0.1  www.wind-find4u.com
127.0.0.1  wind-search.com
127.0.0.1  www.wind-search.com
127.0.0.1  wind-search4u.com
127.0.0.1  www.wind-search4u.com
127.0.0.1  wind-searchengine.com
127.0.0.1  www.wind-searchengine.com
127.0.0.1  windfind4u.com
127.0.0.1  www.windfind4u.com
127.0.0.1  window-find.com
127.0.0.1  www.window-find.com
127.0.0.1  window-find4u.com
127.0.0.1  www.window-find4u.com
127.0.0.1  window-search.com
127.0.0.1  www.window-search.com
127.0.0.1  window-search4u.com
127.0.0.1  www.window-search4u.com
127.0.0.1  window-searchengine.com
127.0.0.1  www.window-searchengine.com
127.0.0.1  windowfind.com
127.0.0.1  www.windowfind.com
127.0.0.1  windowfind4u.com
127.0.0.1  www.windowfind4u.com
127.0.0.1  windows-find.com
127.0.0.1  www.windows-find.com
127.0.0.1  windows-find4u.com #[MHTMLRedir.Exploit]
127.0.0.1  www.windows-find4u.com
127.0.0.1  windows-search4u.com
127.0.0.1  www.windows-search4u.com
127.0.0.1  windows-searchengine.com
127.0.0.1  www.windows-searchengine.com
127.0.0.1  windowsearch4u.com
127.0.0.1  www.windowsearch4u.com
127.0.0.1  windowsearchengine.com
127.0.0.1  www.windowsearchengine.com
127.0.0.1  windowsfind4u.com
127.0.0.1  www.windowsfind4u.com
127.0.0.1  windowssearch4u.com
127.0.0.1  www.windowssearch4u.com
127.0.0.1  windowssearchengine.com
127.0.0.1  www.windowssearchengine.com
127.0.0.1  windsearch4u.com
127.0.0.1  www.windsearch4u.com
127.0.0.1  windsearchengine.com
127.0.0.1  www.windsearchengine.com
127.0.0.1  winfind4u.com
127.0.0.1  www.winfind4u.com
127.0.0.1  winsearch4u.com
127.0.0.1  www.winsearch4u.com
127.0.0.1  winsearchengine.com
127.0.0.1  www.winsearchengine.com
127.0.0.1  wsearch4u.com
127.0.0.1  www.wsearch4u.com
127.0.0.1  wsearchengine.com
127.0.0.1  www.wsearchengine.com
127.0.0.1  your-find.com
127.0.0.1  www.your-find.com
127.0.0.1  your-finder.com
127.0.0.1  yourpoiskovik.com
127.0.0.1  www.yourpoiskovik.com
127.0.0.1  your-searcher.com #[CWS.IEengine][StartPage-DQ]
127.0.0.1  youriskalka.com
127.0.0.1  yoursearcher.com
# [Nick Fedorov]
127.0.0.1  petite-virgins.biz #[MHTMLRedir.Exploit]
# [Hot Bookmark Ink]
127.0.0.1  0-2u.com
127.0.0.1  0-days.net
127.0.0.1  000info.com
127.0.0.1  700k.com #[Troj/IEStart-F]
127.0.0.1  www.700k.com
127.0.0.1  go-advertising.com
127.0.0.1  get-access.com
127.0.0.1  go-acct.com
127.0.0.1  go-all.com
127.0.0.1  hotbookmark.com #[Troj/IEStart-F]
127.0.0.1  www.hotbookmark.com
127.0.0.1  winlink.biz
127.0.0.1  www.yellow500.com #[Troj/IEStart-F]
# [Henrih Hamilton]
127.0.0.1  ls0.net
127.0.0.1  0cj.net
127.0.0.1  4-v.net
# [ICommerce Solutions][MK Digital Media][IMPRO CORPORATION]
127.0.0.1  61.131.54.618.cc #[dsmanager.dll]
127.0.0.1  becomers.com
127.0.0.1  imgs.becomers.com
127.0.0.1  www.becomers.com
127.0.0.1  www.cannotfind.net #[Adult Search bar]
127.0.0.1  www.digimedia.com #[Wishbone.com]
127.0.0.1  ez-finder.com
127.0.0.1  www.ez-finder.com
127.0.0.1  find-help.org
127.0.0.1  www.find-help.org
127.0.0.1  www.icommerce.ws #[MHTMLRedir.Exploit]
127.0.0.1  iehelp.net #[Trojan.Domcom]
127.0.0.1  www.iehelp.net
127.0.0.1  impro.cc #[Parasite.Coolwebsearch.DownCom]
127.0.0.1  imgs.itsoktosearch.net
127.0.0.1  iwantsearch.com #[TROJ_AGENT.EX]
127.0.0.1  www.iwantsearch.com #[Adware.Iwantsearch]
127.0.0.1  go.klikadvertising.com #[hotoffers.info][server down?]
127.0.0.1  klikfeed.com
127.0.0.1  xml.klikfeed.com
127.0.0.1  www.klikfeed.com
127.0.0.1  www.kliksearch.com #[CWS.Aff.Toolband]
127.0.0.1  www.look1.net
127.0.0.1  netlist.info
127.0.0.1  manga2.com
127.0.0.1  www.manga2.com
127.0.0.1  search-com.biz
127.0.0.1  www.search-com.biz
127.0.0.1  searchservices.info
127.0.0.1  www.searchservices.info
127.0.0.1  uni--search.com
127.0.0.1  www.uni--search.com
127.0.0.1  web--search.com
127.0.0.1  www.web--search.com
# [Ilya Nikolayev]
127.0.0.1  www.thebestse.com #[server down?]
127.0.0.1  thebestse.com  #[searchmeup.com]
127.0.0.1  huy-search.info
127.0.0.1  www.huy-search.info
# [Independet]
127.0.0.1  www.600pics.com
127.0.0.1  www.all-tgp.org
127.0.0.1  sex-pics.biz
127.0.0.1  xxl-size.com
# [Gerare Issambres]
127.0.0.1  lookingfor.cc
127.0.0.1  riviera.cc
127.0.0.1  opti.riviera.cc
# [JRC Group][Anchor Group Ltd]
127.0.0.1  www.e-finder.cc #[CWS.Addclass.2][StartPage-DA]
127.0.0.1  ehttp.cc #[CWS.Addclass][TROJ_STARTPAGE.D][Spyware.CWSAddClass]
127.0.0.1  locator.cc #[CoolWebSearch.DOMPeek]
127.0.0.1  securitycenter.cc #[Trojan.StartPage.K]
127.0.0.1  security-look.cc
127.0.0.1  www.security-look.cc #[Trojan.StartPage.F]
127.0.0.1  tadstore.cc #[CWS.Addclass.2][rightfinder.net]
# [Kelly Casper]
127.0.0.1  lucky-dreams.com #[MHTMLRedir.Exploit]
127.0.0.1  www.searchdom.net #[Trojan.Win32.StartPage.vo]
127.0.0.1  search-links.net #[Troj/Malche-A]
# [Pan Koudelka]
127.0.0.1  2wd.info
127.0.0.1  vv1.s12.dupx.cc
127.0.0.1  vv2.s12.dupx.cc
127.0.0.1  vv3.s12.dupx.cc
127.0.0.1  vv6.s12.dupx.cc
127.0.0.1  aflcub.t.muxa.cc #[vv6.i1.topx.cc][various sub-domains]
127.0.0.1  bjvvhk.t.muxa.cc #[Adware.Raxums]
127.0.0.1  cpzlcc.t.muxa.cc #[vv2.i1.topx.cc]
127.0.0.1  fzkdvi.t.muxa.cc #[vv3.i1.topx.cc]
127.0.0.1  mzyzlu.t.muxa.cc #[Troj/StartPa-CB]
127.0.0.1  pcwlrh.t.muxa.cc #[REG_STARTPAGE.R]
127.0.0.1  s13.tempx.cc
127.0.0.1  uk.s13.tempx.cc
127.0.0.1  vv1.s13.tempx.cc
127.0.0.1  vv2.s13.tempx.cc
127.0.0.1  vv3.s13.tempx.cc
127.0.0.1  vv6.s13.tempx.cc
127.0.0.1  vv2.i1.topx.cc
127.0.0.1  vv3.i1.topx.cc
127.0.0.1  vv6.i1.topx.cc
127.0.0.1  vv2.s13.topx.cc
127.0.0.1  vv3.s13.topx.cc
127.0.0.1  vv6.s13.topx.cc
127.0.0.1  t.swapx.cc
127.0.0.1  vv1.al.57e.net
127.0.0.1  vv7.al.57e.net
127.0.0.1  bin.wordsx.cc #[TROJ_SAMLLAMB.A]
# [Leo Kumar][TROJ_STARTPAG.IG]
127.0.0.1  6410.directwebsearch.net
127.0.0.1  7842.directwebsearch.net
127.0.0.1  dinamo.directwebsearch.net
127.0.0.1  dka.directwebsearch.net
127.0.0.1  gkn.directwebsearch.net
127.0.0.1  mega.directwebsearch.net
127.0.0.1  realtime.directwebsearch.net
127.0.0.1  solar.directwebsearch.net
127.0.0.1  supacoopa.directwebsearch.net
127.0.0.1  weba.directwebsearch.net
127.0.0.1  woar.directwebsearch.net
127.0.0.1  zond.directwebsearch.net
# [Vadim Fedorov]
127.0.0.1  www.100mature.net #[IE-SpyAd]
127.0.0.1  adult-friends-finder.net
127.0.0.1  coolsearcher.info #[CoolSearcher ToolBar]
127.0.0.1  www.coolsearcher.info
127.0.0.1  www.coolwebsearch.org
127.0.0.1  www.netcross.cz #[NetCross.cz ToolBar]
127.0.0.1  searchcomplete.com #[Adware.YellowPages]
127.0.0.1  www.searchcomplete.com
127.0.0.1  searchforge.com
127.0.0.1  www.searchforge.com
# [Ivan Leselidze]
127.0.0.1  6o9.com #[Win32.Winshow.N]
127.0.0.1  www.6o9.com
# [Irgi Magel][Stanislav Avdeiko][TROJ_KREPPER.i]
127.0.0.1  cc20foreva.com
127.0.0.1  greg-tut.com #[Adult Content Dialer][MHTMLRedir.Exploit]
127.0.0.1  here4search.com #[Downloader.Tooncom][CWS.Aff.Tooncomics]
127.0.0.1  www.here4search.com
127.0.0.1  kita-search.com
127.0.0.1  letgohome.com
127.0.0.1  mig29here.com #[PWSteal.Revcuss.C]
127.0.0.1  t34rulit.com #[Adware.SuperSpider]
127.0.0.1  thestas.com #[Downloader-OT][TROJ_SMALL.ZY]
127.0.0.1  vparivalka.com #[MHTMLRedir.Exploit]
127.0.0.1  win-eto.com #[Parasite.SuperSpider]
# [MakeMeSearch]
127.0.0.1  awmdabest.com
127.0.0.1  www.awmdabest.com #[Troj/Crabton-C]
127.0.0.1  www.makemesearch.com #[Parasite.Tubby]
127.0.0.1  www.toolbarplace.com
# [Mike Algernon]
127.0.0.1  besstsearchs.com
127.0.0.1  www.besstsearchs.com
127.0.0.1  daosearch.com #[StartPage-GT]
127.0.0.1  www.daosearch.com
127.0.0.1  spyeraser.net #[searchmeup.com]
127.0.0.1  www.spyeraser.net
127.0.0.1  toolbarpartner.com #[MHTMLRedir.Exploit]
127.0.0.1  www.toolbarpartner.com
# [Nova][Helg][Denise Reynolds]
127.0.0.1  find-itnow.com #[W32.Bizten][CWS.Alfasearch.2]
127.0.0.1  www.find-itnow.com #[W32.Hostidel.Trojan][TROJ_HOSTIDEL.A]
127.0.0.1  www.ilookup.net #[server down?]
# [Hassan Pennock]
127.0.0.1  8ad.com #[Parasite.Winshow]
127.0.0.1  www.8ad.com
127.0.0.1  75tz.com #[Win32.Winshow.G]
127.0.0.1  www.75tz.com
127.0.0.1  ad25.com
127.0.0.1  ad45.com
127.0.0.1  ad77.com
127.0.0.1  ad86.com
127.0.0.1  adasearch.com
127.0.0.1  www.adasearch.com
127.0.0.1  iefeadsl.com #[Win32.Winshow.G][Adware.CWSIEFeats]
127.0.0.1  www.iefeadsl.com
127.0.0.1  searchv.com #[TROJ_STARTPAGE.U][CWS.Mupdate]
127.0.0.1  www.searchv.com #[CWS.Bootconf][SearchV.WinShow]
# [Pavel Petroff]
127.0.0.1  00hq.com #[Adware.Winshow][Parasite.Winshow]
127.0.0.1  www.00hq.com
127.0.0.1  010402.com #[MHTMLRedir.Exploit]
127.0.0.1  www.010402.com
127.0.0.1  171203.com #[TROJ_REGGER.B]
127.0.0.1  www.171203.com
127.0.0.1  20x2p.com
127.0.0.1  www.20x2p.com #[InstallX Class]
127.0.0.1  356563.net #[Win32.Winshow.G]
127.0.0.1  www.356563.net
127.0.0.1  39-93.com #[Trojan.Regger.A]
127.0.0.1  www.39-93.com
127.0.0.1  fine-search.net
127.0.0.1  www.fine-search.net
127.0.0.1  full-search.net
127.0.0.1  lookfor.cc #[TROJ_IEFEATS.A]
127.0.0.1  www.lookfor.cc
127.0.0.1  looking-for.cc #[SearchExtender]
127.0.0.1  onemoresearch.net
127.0.0.1  www.onemoresearch.net
127.0.0.1  rf104.com #[iefeadsl.com]
127.0.0.1  search-777.com
127.0.0.1  search-all-fast.com #[Win32.Winshow.N]
127.0.0.1  search-to-find.com #[searchxp.com]
127.0.0.1  www.search-motor.com
127.0.0.1  www.search-what.net
127.0.0.1  www.searchinwww.com
127.0.0.1  tl81.com
127.0.0.1  www.tl81.com #[MHTMLRedir.Exploit]
127.0.0.1  t058.com #[MHTMLRedir.Exploit]
127.0.0.1  www.t058.com
127.0.0.1  u47.cc
127.0.0.1  u45.cx
127.0.0.1  u46.cx
127.0.0.1  v61.com #[Win32.Winshow.G]
127.0.0.1  www.v61.com
# [Pizdataya Compania]
127.0.0.1  24-7-search.com
127.0.0.1  www.24-7-search.com
127.0.0.1  www.xpehbam.biz #[Downloader-MM][server down?]
# [DeAngelo Saint]
127.0.0.1  absoluagency.com #[Trojan.StartPage.H]
127.0.0.1  sexygirl.eurolove.biz
127.0.0.1  vip.eurolove.biz #[v-nature.biz]
127.0.0.1  myfriends.go2me.biz #[Trojan.ByteVerify]
127.0.0.1  targetsearch.info #[Trojan.StartPage.H]
127.0.0.1  adult.targetsearch.info
127.0.0.1  go.targetsearch.info
127.0.0.1  www.typicalsearch.com
127.0.0.1  v-nature.biz #[MHTMLRedir.Exploit]
127.0.0.1  krasava.v-nature.biz
# [Search Media Int]
127.0.0.1  www.bestwebsearch.org
127.0.0.1  worldnetsearch.org #[MHTMLRedir.Exploit]
127.0.0.1  www.worldnetsearch.org
# [SmartTechnology]
127.0.0.1  best-result.info
127.0.0.1  best-search.info #[CWS.Smartfinder.2]
127.0.0.1  gfhjkhgi.biz #[search-smart.info]
127.0.0.1  lfnmcjw.biz #[start-page.info]
127.0.0.1  neo-toolbar.com #[InstControl Class][Trojan.NeoToolbar.Installer]
127.0.0.1  www.searchbar.info #[Parasite.NeoToolbar]
127.0.0.1  www.search-smart.info
127.0.0.1  start-page.info
127.0.0.1  super-finder.info
# [UmaxSearch Ltd and Affiliates][Leos Rousek]
127.0.0.1  cool-bookmark.com
127.0.0.1  coolpage.cc #[CWS.Realyellowpage]
127.0.0.1  ww11.coolpage.cc
127.0.0.1  linklist.cc #[CWS.Realyellowpage][Adware.Raxums][coolpage.cc]
127.0.0.1  ww9.linklist.cc
127.0.0.1  www.linklist.cc
127.0.0.1  www.search-and-go.com #[W32/Harnig.D]
127.0.0.1  searchmeup.com #[CWS.Svcinit.3]
127.0.0.1  www.searchmeup.com
127.0.0.1  searchmeup.net
127.0.0.1  www.searchmeup.net
127.0.0.1  thesten.com #[CWS.Aff.Winshow.3]
127.0.0.1  www.topsearch10.com
127.0.0.1  www.umaxlogin.com
127.0.0.1  umaxsearch.com #[TROJ_ESEPOR.A][CWS.Xplugin]
127.0.0.1  affiliates.umaxsearch.com
127.0.0.1  www.umaxsearch.com #[Adware.Umaxsearch]
# [Viking Research Group]
127.0.0.1  clearsearch.cc
127.0.0.1  www.clearsearch.cc
127.0.0.1  clearsearch.net
127.0.0.1  www.clearsearch.net
# [Viktor Viktorovich]
127.0.0.1  daily-search.com
127.0.0.1  www.daily-search.com
127.0.0.1  www.search-instructor.com
127.0.0.1  www.yoursearch247.com
# [Vivian Freke]
127.0.0.1  more-pages.com
127.0.0.1  www.boredlife.com
127.0.0.1  line-plus.com #[StartPage-FP][MHTMLRedir.Exploit]
127.0.0.1  list2004.com #[CWS.Realyellowpage][MHTMLRedir.Exploit]
# [Web Interactive Ltd]
127.0.0.1  real-yellow-page.com #[CWS.Realyellowpage]
127.0.0.1  the-right-start.com
127.0.0.1  the-startpage.com
# [Bishop Wiltom][Parasite.Tubby]
127.0.0.1  www.search-control.com #[TrojanDropper.Win32.Small.ig]
127.0.0.1  www.search-and-more.com #[MHTMLRedir.Exploit]
127.0.0.1  www.search1-tools.com
127.0.0.1  www.super-web-search.com
127.0.0.1  www.toolbars-cash.com #[MHTMLRedir.Exploit]
# [Sid Wongvorakul][Dmitry Soldatenko]
127.0.0.1  dimattic.com
127.0.0.1  www.dimattic.com
127.0.0.1  free-hit.com
127.0.0.1  www.free-hit.com
127.0.0.1  specific911.biz
127.0.0.1  www.specific911.biz
127.0.0.1  specific911.com #[MHTMLRedir.Exploit]
127.0.0.1  specific911.net
127.0.0.1  www.specific911.net
127.0.0.1  specific911.org
127.0.0.1  www.specific911.org
# [Olaf Yohansen][First Aid][Troj/IEStart-F]
127.0.0.1  008k.com
127.0.0.1  www.008k.com #[MHTMLRedir.Exploit]
127.0.0.1  008i.com
127.0.0.1  www.008i.com
127.0.0.1  opsex.com
127.0.0.1  www.opsex.com
127.0.0.1  searchxp.com #[CWS.Bootconf][Adware-SearchAid]
127.0.0.1  www.searchxp.com
127.0.0.1  t73.com
127.0.0.1  www.t73.com
127.0.0.1  winshow.biz
127.0.0.1  www.winshow.biz
# [ZAO Internet Search Service]
127.0.0.1  best-search.cc
127.0.0.1  buysearch.cc
127.0.0.1  get-search.cc
127.0.0.1  home-search.cc
